tick,stage,map,vehicle,image_path,speed_kph,steering_wheel_deg,steering_input,throttle_input,brake_input,lane_offset,lane_confidence,sensor_near_offset,sensor_far_offset,sensor_heading_hint,sensor_curvature_hint,sensor_width_norm,sensor_depth_min_m,sensor_lateral_accel_mps2,damage
40,ai,hirochi_raceway,bolide,images\frame_000040.jpg,81.061,165.669,-0.298081,0.463526,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
41,ai,hirochi_raceway,bolide,images\frame_000041.jpg,83.846,154.159,-0.278631,0.462821,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
42,ai,hirochi_raceway,bolide,images\frame_000042.jpg,84.380,144.738,-0.261397,0.362606,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
43,ai,hirochi_raceway,bolide,images\frame_000043.jpg,84.757,145.013,-0.263825,0.304134,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
44,ai,hirochi_raceway,bolide,images\frame_000044.jpg,84.968,143.011,-0.258555,0.269940,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
45,ai,hirochi_raceway,bolide,images\frame_000045.jpg,85.300,130.219,-0.233023,0.237001,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
46,ai,hirochi_raceway,bolide,images\frame_000046.jpg,85.079,101.807,-0.179079,0.224491,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
47,ai,hirochi_raceway,bolide,images\frame_000047.jpg,85.554,69.140,-0.119144,0.211739,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
48,ai,hirochi_raceway,bolide,images\frame_000048.jpg,85.666,34.368,-0.057612,0.188747,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
49,ai,hirochi_raceway,bolide,images\frame_000049.jpg,85.832,13.402,-0.021259,0.151613,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
50,ai,hirochi_raceway,bolide,images\frame_000050.jpg,85.905,0.103,0.000385,0.136962,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
51,ai,hirochi_raceway,bolide,images\frame_000051.jpg,86.118,1.511,-0.003201,0.109162,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
52,ai,hirochi_raceway,bolide,images\frame_000052.jpg,86.072,1.265,-0.001926,0.110442,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
53,ai,hirochi_raceway,bolide,images\frame_000053.jpg,86.154,-0.233,0.000596,0.112393,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
54,ai,hirochi_raceway,bolide,images\frame_000054.jpg,86.164,-0.912,0.001795,0.113594,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
55,ai,hirochi_raceway,bolide,images\frame_000055.jpg,85.812,-1.254,0.002335,0.133837,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
56,ai,hirochi_raceway,bolide,images\frame_000056.jpg,85.461,-1.598,0.002990,0.175545,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
57,ai,hirochi_raceway,bolide,images\frame_000057.jpg,85.345,-1.769,0.003116,0.227916,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
58,ai,hirochi_raceway,bolide,images\frame_000058.jpg,86.165,-1.996,0.003765,0.147978,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
59,ai,hirochi_raceway,bolide,images\frame_000059.jpg,86.306,-1.680,0.002823,0.122028,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
60,ai,hirochi_raceway,bolide,images\frame_000060.jpg,86.202,-1.196,0.002146,0.120735,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
61,ai,hirochi_raceway,bolide,images\frame_000061.jpg,86.295,-1.241,0.002376,0.118797,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
62,ai,hirochi_raceway,bolide,images\frame_000062.jpg,86.270,-1.741,0.003212,0.121106,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
63,ai,hirochi_raceway,bolide,images\frame_000063.jpg,86.256,-2.002,0.003509,0.124480,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
64,ai,hirochi_raceway,bolide,images\frame_000064.jpg,86.241,-2.097,0.003943,0.134228,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
65,ai,hirochi_raceway,bolide,images\frame_000065.jpg,86.232,-2.685,0.004781,0.137457,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
66,ai,hirochi_raceway,bolide,images\frame_000066.jpg,86.170,-1.118,0.001332,0.133055,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
67,ai,hirochi_raceway,bolide,images\frame_000067.jpg,86.086,6.630,-0.014044,0.129301,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
68,ai,hirochi_raceway,bolide,images\frame_000068.jpg,86.176,20.402,-0.039945,0.115411,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
69,ai,hirochi_raceway,bolide,images\frame_000069.jpg,86.176,37.851,-0.071920,0.113795,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
70,ai,hirochi_raceway,bolide,images\frame_000070.jpg,85.830,52.052,-0.097263,0.127641,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
71,ai,hirochi_raceway,bolide,images\frame_000071.jpg,85.436,66.629,-0.123173,0.166177,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
72,ai,hirochi_raceway,bolide,images\frame_000072.jpg,85.559,71.780,-0.130263,0.192993,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
73,ai,hirochi_raceway,bolide,images\frame_000073.jpg,85.575,69.672,-0.126329,0.210854,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
74,ai,hirochi_raceway,bolide,images\frame_000074.jpg,85.549,69.151,-0.126338,0.206784,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
75,ai,hirochi_raceway,bolide,images\frame_000075.jpg,85.332,70.839,-0.128386,0.183179,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
76,ai,hirochi_raceway,bolide,images\frame_000076.jpg,85.695,70.061,-0.126744,0.192253,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
77,ai,hirochi_raceway,bolide,images\frame_000077.jpg,85.677,67.115,-0.121708,0.184230,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
78,ai,hirochi_raceway,bolide,images\frame_000078.jpg,85.836,62.609,-0.112720,0.167512,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
79,ai,hirochi_raceway,bolide,images\frame_000079.jpg,85.944,58.756,-0.106977,0.163959,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
80,ai,hirochi_raceway,bolide,images\frame_000080.jpg,85.731,58.151,-0.106045,0.152658,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
81,ai,hirochi_raceway,bolide,images\frame_000081.jpg,85.746,60.784,-0.111137,0.156151,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
82,ai,hirochi_raceway,bolide,images\frame_000082.jpg,85.759,62.043,-0.112759,0.152855,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
83,ai,hirochi_raceway,bolide,images\frame_000083.jpg,85.479,60.391,-0.109928,0.155298,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
84,ai,hirochi_raceway,bolide,images\frame_000084.jpg,85.681,64.641,-0.117563,0.151215,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
85,ai,hirochi_raceway,bolide,images\frame_000085.jpg,9.843,-72.956,0.152308,0.000000,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
86,ai,hirochi_raceway,bolide,images\frame_000086.jpg,8.917,-78.357,0.135899,0.000000,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
87,ai,hirochi_raceway,bolide,images\frame_000087.jpg,11.339,-39.043,0.064060,0.726738,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
88,ai,hirochi_raceway,bolide,images\frame_000088.jpg,19.210,23.583,-0.053766,0.926479,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
89,ai,hirochi_raceway,bolide,images\frame_000089.jpg,26.474,72.113,-0.141819,0.941722,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
90,ai,hirochi_raceway,bolide,images\frame_000090.jpg,35.087,104.770,-0.190131,0.875126,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
91,ai,hirochi_raceway,bolide,images\frame_000091.jpg,42.663,67.533,-0.113486,0.867573,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
92,ai,hirochi_raceway,bolide,images\frame_000092.jpg,50.824,33.106,-0.058323,0.926603,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
93,ai,hirochi_raceway,bolide,images\frame_000093.jpg,58.115,35.391,-0.066294,0.946662,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
94,ai,hirochi_raceway,bolide,images\frame_000094.jpg,65.344,46.374,-0.085863,0.924102,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
95,ai,hirochi_raceway,bolide,images\frame_000095.jpg,71.839,49.812,-0.090252,0.925085,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
96,ai,hirochi_raceway,bolide,images\frame_000096.jpg,77.178,47.315,-0.085093,0.963509,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
97,ai,hirochi_raceway,bolide,images\frame_000097.jpg,78.558,37.085,-0.067026,0.953778,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
98,ai,hirochi_raceway,bolide,images\frame_000098.jpg,83.184,33.995,-0.060069,0.962730,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
99,ai,hirochi_raceway,bolide,images\frame_000099.jpg,88.438,21.406,-0.036145,0.964237,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
100,ai,hirochi_raceway,bolide,images\frame_000100.jpg,93.221,6.581,-0.009774,0.895806,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
101,ai,hirochi_raceway,bolide,images\frame_000101.jpg,95.886,-0.273,0.000367,0.356128,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
102,ai,hirochi_raceway,bolide,images\frame_000102.jpg,96.380,1.214,-0.002280,0.183401,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
103,ai,hirochi_raceway,bolide,images\frame_000103.jpg,96.489,0.814,-0.001309,0.162236,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
104,ai,hirochi_raceway,bolide,images\frame_000104.jpg,96.455,-0.380,0.001036,0.159872,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
105,ai,hirochi_raceway,bolide,images\frame_000105.jpg,96.638,-1.194,0.002232,0.160139,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
106,ai,hirochi_raceway,bolide,images\frame_000106.jpg,96.703,-1.538,0.002855,0.161294,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
107,ai,hirochi_raceway,bolide,images\frame_000107.jpg,96.546,-2.121,0.003921,0.167877,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
108,ai,hirochi_raceway,bolide,images\frame_000108.jpg,96.738,-2.325,0.004255,0.172331,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
109,ai,hirochi_raceway,bolide,images\frame_000109.jpg,96.565,-2.476,0.004478,0.174914,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
110,ai,hirochi_raceway,bolide,images\frame_000110.jpg,96.719,-1.776,0.003227,0.173909,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
111,ai,hirochi_raceway,bolide,images\frame_000111.jpg,96.635,-2.128,0.003843,0.179741,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
112,ai,hirochi_raceway,bolide,images\frame_000112.jpg,96.697,-1.931,0.003662,0.181009,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
113,ai,hirochi_raceway,bolide,images\frame_000113.jpg,96.642,-3.659,0.007226,0.181808,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
114,ai,hirochi_raceway,bolide,images\frame_000114.jpg,96.571,-3.546,0.005040,0.188597,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
115,ai,hirochi_raceway,bolide,images\frame_000115.jpg,96.637,13.474,-0.029366,0.177160,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
116,ai,hirochi_raceway,bolide,images\frame_000116.jpg,96.426,43.533,-0.084918,0.164414,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
117,ai,hirochi_raceway,bolide,images\frame_000117.jpg,96.504,72.773,-0.134963,0.058573,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
118,ai,hirochi_raceway,bolide,images\frame_000118.jpg,92.185,86.520,-0.158917,0.000000,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
119,ai,hirochi_raceway,bolide,images\frame_000119.jpg,88.380,93.452,-0.171418,0.016133,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
120,ai,hirochi_raceway,bolide,images\frame_000120.jpg,87.735,107.817,-0.202382,0.243145,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
121,ai,hirochi_raceway,bolide,images\frame_000121.jpg,84.885,138.398,-0.255535,0.097763,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
122,ai,hirochi_raceway,bolide,images\frame_000122.jpg,84.030,147.644,-0.270372,0.244104,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
123,ai,hirochi_raceway,bolide,images\frame_000123.jpg,84.202,161.127,-0.295083,0.338392,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
124,ai,hirochi_raceway,bolide,images\frame_000124.jpg,81.732,169.748,-0.307237,0.418635,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
125,ai,hirochi_raceway,bolide,images\frame_000125.jpg,83.628,160.660,-0.290182,0.500430,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
126,ai,hirochi_raceway,bolide,images\frame_000126.jpg,84.369,150.310,-0.271580,0.377741,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
127,ai,hirochi_raceway,bolide,images\frame_000127.jpg,84.829,149.408,-0.271549,0.309014,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
128,ai,hirochi_raceway,bolide,images\frame_000128.jpg,84.793,147.394,-0.266726,0.278128,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
129,ai,hirochi_raceway,bolide,images\frame_000129.jpg,84.999,135.676,-0.243102,0.243235,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
130,ai,hirochi_raceway,bolide,images\frame_000130.jpg,85.246,107.493,-0.189431,0.229756,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
131,ai,hirochi_raceway,bolide,images\frame_000131.jpg,85.373,73.258,-0.125979,0.212152,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
132,ai,hirochi_raceway,bolide,images\frame_000132.jpg,85.696,34.773,-0.057717,0.193908,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
133,ai,hirochi_raceway,bolide,images\frame_000133.jpg,86.060,11.785,-0.018508,0.155270,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
134,ai,hirochi_raceway,bolide,images\frame_000134.jpg,85.876,-0.687,0.001866,0.136356,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
135,ai,hirochi_raceway,bolide,images\frame_000135.jpg,86.232,0.926,-0.002222,0.108764,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
136,ai,hirochi_raceway,bolide,images\frame_000136.jpg,86.097,1.046,-0.001546,0.110251,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
137,ai,hirochi_raceway,bolide,images\frame_000137.jpg,86.292,-0.145,0.000492,0.111584,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
