tick,stage,map,vehicle,image_path,speed_kph,steering_wheel_deg,steering_input,throttle_input,brake_input,lane_offset,lane_confidence,sensor_near_offset,sensor_far_offset,sensor_heading_hint,sensor_curvature_hint,sensor_width_norm,sensor_depth_min_m,sensor_lateral_accel_mps2,damage
22,ai,hirochi_raceway,bolide,images\frame_000022.jpg,96.721,-1.423,0.002680,0.161573,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
23,ai,hirochi_raceway,bolide,images\frame_000023.jpg,96.567,-2.216,0.004105,0.168874,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
24,ai,hirochi_raceway,bolide,images\frame_000024.jpg,96.588,-2.272,0.004139,0.172730,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
25,ai,hirochi_raceway,bolide,images\frame_000025.jpg,96.675,-2.366,0.004250,0.175587,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
26,ai,hirochi_raceway,bolide,images\frame_000026.jpg,96.595,-1.808,0.003307,0.174348,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
27,ai,hirochi_raceway,bolide,images\frame_000027.jpg,96.689,-2.218,0.003939,0.180620,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
28,ai,hirochi_raceway,bolide,images\frame_000028.jpg,96.669,-2.062,0.003989,0.181149,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
29,ai,hirochi_raceway,bolide,images\frame_000029.jpg,96.503,-4.168,0.008149,0.183357,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
30,ai,hirochi_raceway,bolide,images\frame_000030.jpg,96.659,-2.597,0.002838,0.189272,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
31,ai,hirochi_raceway,bolide,images\frame_000031.jpg,96.528,17.051,-0.036075,0.170769,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
32,ai,hirochi_raceway,bolide,images\frame_000032.jpg,96.441,47.762,-0.092583,0.164757,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
33,ai,hirochi_raceway,bolide,images\frame_000033.jpg,95.085,74.596,-0.137681,0.000000,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
34,ai,hirochi_raceway,bolide,images\frame_000034.jpg,91.728,87.492,-0.159481,0.000000,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
35,ai,hirochi_raceway,bolide,images\frame_000035.jpg,88.041,94.612,-0.173619,0.056982,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
36,ai,hirochi_raceway,bolide,images\frame_000036.jpg,87.364,113.085,-0.212719,0.176574,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
37,ai,hirochi_raceway,bolide,images\frame_000037.jpg,84.507,141.604,-0.261179,0.114266,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
38,ai,hirochi_raceway,bolide,images\frame_000038.jpg,84.060,149.279,-0.274226,0.259880,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
39,ai,hirochi_raceway,bolide,images\frame_000039.jpg,81.148,160.976,-0.293144,0.437773,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
40,ai,hirochi_raceway,bolide,images\frame_000040.jpg,83.298,151.408,-0.272702,0.516662,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
41,ai,hirochi_raceway,bolide,images\frame_000041.jpg,84.202,144.858,-0.262679,0.385370,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
42,ai,hirochi_raceway,bolide,images\frame_000042.jpg,84.597,138.374,-0.252311,0.329177,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
43,ai,hirochi_raceway,bolide,images\frame_000043.jpg,85.094,142.734,-0.259234,0.274098,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
44,ai,hirochi_raceway,bolide,images\frame_000044.jpg,84.813,137.622,-0.247914,0.253665,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
45,ai,hirochi_raceway,bolide,images\frame_000045.jpg,85.364,122.181,-0.217836,0.228912,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
46,ai,hirochi_raceway,bolide,images\frame_000046.jpg,85.348,93.410,-0.164796,0.227878,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
47,ai,hirochi_raceway,bolide,images\frame_000047.jpg,85.562,62.420,-0.107143,0.204071,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
48,ai,hirochi_raceway,bolide,images\frame_000048.jpg,85.814,31.023,-0.052069,0.176940,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
49,ai,hirochi_raceway,bolide,images\frame_000049.jpg,85.813,11.613,-0.018047,0.149209,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
50,ai,hirochi_raceway,bolide,images\frame_000050.jpg,85.884,0.466,-0.000755,0.134845,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
51,ai,hirochi_raceway,bolide,images\frame_000051.jpg,86.137,2.776,-0.005153,0.108420,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
52,ai,hirochi_raceway,bolide,images\frame_000052.jpg,86.071,0.792,-0.001057,0.111551,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
53,ai,hirochi_raceway,bolide,images\frame_000053.jpg,86.181,-0.399,0.000873,0.112364,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
54,ai,hirochi_raceway,bolide,images\frame_000054.jpg,86.039,-1.189,0.002221,0.114573,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
55,ai,hirochi_raceway,bolide,images\frame_000055.jpg,86.207,-1.262,0.002389,0.113334,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
56,ai,hirochi_raceway,bolide,images\frame_000056.jpg,85.731,-1.815,0.003377,0.141927,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
57,ai,hirochi_raceway,bolide,images\frame_000057.jpg,85.295,-1.743,0.003186,0.186814,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
58,ai,hirochi_raceway,bolide,images\frame_000058.jpg,85.244,-1.775,0.003116,0.250469,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
59,ai,hirochi_raceway,bolide,images\frame_000059.jpg,86.077,-1.443,0.002612,0.165549,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
60,ai,hirochi_raceway,bolide,images\frame_000060.jpg,86.187,-1.144,0.002115,0.130687,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
61,ai,hirochi_raceway,bolide,images\frame_000061.jpg,86.319,-1.735,0.003282,0.119630,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
62,ai,hirochi_raceway,bolide,images\frame_000062.jpg,86.213,-2.001,0.003690,0.122577,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
63,ai,hirochi_raceway,bolide,images\frame_000063.jpg,86.328,-2.187,0.003950,0.125775,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
64,ai,hirochi_raceway,bolide,images\frame_000064.jpg,86.247,-2.285,0.004205,0.135016,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
65,ai,hirochi_raceway,bolide,images\frame_000065.jpg,86.150,-2.370,0.004220,0.137764,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
66,ai,hirochi_raceway,bolide,images\frame_000066.jpg,86.370,-0.680,0.000366,0.130989,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
67,ai,hirochi_raceway,bolide,images\frame_000067.jpg,86.079,7.839,-0.016489,0.131183,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
68,ai,hirochi_raceway,bolide,images\frame_000068.jpg,86.005,22.766,-0.044332,0.117495,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
69,ai,hirochi_raceway,bolide,images\frame_000069.jpg,86.049,40.501,-0.076541,0.112083,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
70,ai,hirochi_raceway,bolide,images\frame_000070.jpg,85.857,54.306,-0.101624,0.134267,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
71,ai,hirochi_raceway,bolide,images\frame_000071.jpg,85.425,68.090,-0.125673,0.171671,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
72,ai,hirochi_raceway,bolide,images\frame_000072.jpg,85.403,71.807,-0.130061,0.196773,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
73,ai,hirochi_raceway,bolide,images\frame_000073.jpg,85.437,69.511,-0.126026,0.211272,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
74,ai,hirochi_raceway,bolide,images\frame_000074.jpg,85.481,69.669,-0.127321,0.204670,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
75,ai,hirochi_raceway,bolide,images\frame_000075.jpg,85.426,70.360,-0.127844,0.186437,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
76,ai,hirochi_raceway,bolide,images\frame_000076.jpg,85.512,69.492,-0.125661,0.188351,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
77,ai,hirochi_raceway,bolide,images\frame_000077.jpg,85.616,66.822,-0.121183,0.177689,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
78,ai,hirochi_raceway,bolide,images\frame_000078.jpg,85.550,61.649,-0.111061,0.167675,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
79,ai,hirochi_raceway,bolide,images\frame_000079.jpg,85.657,58.827,-0.106943,0.160109,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
80,ai,hirochi_raceway,bolide,images\frame_000080.jpg,85.730,58.279,-0.106147,0.153076,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
81,ai,hirochi_raceway,bolide,images\frame_000081.jpg,85.713,60.960,-0.111335,0.153581,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
82,ai,hirochi_raceway,bolide,images\frame_000082.jpg,85.858,61.987,-0.112617,0.154242,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
83,ai,hirochi_raceway,bolide,images\frame_000083.jpg,85.713,60.977,-0.111371,0.156325,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
84,ai,hirochi_raceway,bolide,images\frame_000084.jpg,10.050,-72.980,0.152320,0.000000,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
85,ai,hirochi_raceway,bolide,images\frame_000085.jpg,9.814,-77.845,0.134709,0.146461,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
86,ai,hirochi_raceway,bolide,images\frame_000086.jpg,10.954,-37.802,0.061310,0.548146,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
87,ai,hirochi_raceway,bolide,images\frame_000087.jpg,19.256,23.832,-0.053841,0.927860,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
88,ai,hirochi_raceway,bolide,images\frame_000088.jpg,26.005,72.012,-0.137885,0.946441,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
89,ai,hirochi_raceway,bolide,images\frame_000089.jpg,34.616,104.870,-0.190774,0.869662,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
90,ai,hirochi_raceway,bolide,images\frame_000090.jpg,42.743,69.215,-0.116243,0.862006,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
91,ai,hirochi_raceway,bolide,images\frame_000091.jpg,50.398,33.568,-0.058905,0.926367,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
92,ai,hirochi_raceway,bolide,images\frame_000092.jpg,57.761,34.945,-0.065445,0.942796,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
93,ai,hirochi_raceway,bolide,images\frame_000093.jpg,64.867,45.984,-0.085282,0.926809,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
94,ai,hirochi_raceway,bolide,images\frame_000094.jpg,71.716,49.860,-0.090459,0.927076,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
95,ai,hirochi_raceway,bolide,images\frame_000095.jpg,71.476,47.754,-0.085978,0.961947,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
96,ai,hirochi_raceway,bolide,images\frame_000096.jpg,77.976,37.043,-0.066551,0.949094,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
97,ai,hirochi_raceway,bolide,images\frame_000097.jpg,83.140,33.491,-0.059261,0.962114,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
98,ai,hirochi_raceway,bolide,images\frame_000098.jpg,88.106,21.641,-0.036739,0.963997,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
99,ai,hirochi_raceway,bolide,images\frame_000099.jpg,92.959,7.238,-0.010925,0.914727,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
100,ai,hirochi_raceway,bolide,images\frame_000100.jpg,95.793,-0.156,0.000251,0.365877,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
101,ai,hirochi_raceway,bolide,images\frame_000101.jpg,96.367,1.283,-0.002433,0.185173,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
102,ai,hirochi_raceway,bolide,images\frame_000102.jpg,96.485,0.921,-0.001475,0.162233,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
103,ai,hirochi_raceway,bolide,images\frame_000103.jpg,96.401,-0.285,0.000850,0.159792,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
104,ai,hirochi_raceway,bolide,images\frame_000104.jpg,96.608,-1.089,0.002056,0.159902,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
105,ai,hirochi_raceway,bolide,images\frame_000105.jpg,96.714,-1.553,0.002884,0.161302,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
106,ai,hirochi_raceway,bolide,images\frame_000106.jpg,96.529,-2.137,0.003944,0.167801,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
107,ai,hirochi_raceway,bolide,images\frame_000107.jpg,96.739,-2.281,0.004152,0.172432,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
108,ai,hirochi_raceway,bolide,images\frame_000108.jpg,96.533,-2.373,0.004303,0.174707,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
109,ai,hirochi_raceway,bolide,images\frame_000109.jpg,96.703,-1.805,0.003277,0.174079,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
110,ai,hirochi_raceway,bolide,images\frame_000110.jpg,96.597,-2.144,0.003899,0.179674,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
111,ai,hirochi_raceway,bolide,images\frame_000111.jpg,96.659,-1.985,0.003733,0.180685,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
112,ai,hirochi_raceway,bolide,images\frame_000112.jpg,96.572,-3.576,0.007130,0.181424,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
113,ai,hirochi_raceway,bolide,images\frame_000113.jpg,96.550,-3.790,0.005507,0.188338,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
114,ai,hirochi_raceway,bolide,images\frame_000114.jpg,96.610,12.783,-0.028034,0.178606,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
115,ai,hirochi_raceway,bolide,images\frame_000115.jpg,96.347,42.668,-0.083415,0.164279,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
116,ai,hirochi_raceway,bolide,images\frame_000116.jpg,96.411,72.241,-0.134333,0.078042,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
117,ai,hirochi_raceway,bolide,images\frame_000117.jpg,92.206,86.286,-0.158724,0.000000,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
118,ai,hirochi_raceway,bolide,images\frame_000118.jpg,88.432,93.217,-0.171124,0.009238,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
119,ai,hirochi_raceway,bolide,images\frame_000119.jpg,87.662,107.076,-0.200734,0.244921,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
120,ai,hirochi_raceway,bolide,images\frame_000120.jpg,84.817,138.009,-0.254765,0.094852,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
121,ai,hirochi_raceway,bolide,images\frame_000121.jpg,83.961,147.314,-0.269540,0.237680,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
122,ai,hirochi_raceway,bolide,images\frame_000122.jpg,84.142,160.520,-0.293991,0.337356,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
123,ai,hirochi_raceway,bolide,images\frame_000123.jpg,82.568,167.214,-0.301181,0.459288,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
124,ai,hirochi_raceway,bolide,images\frame_000124.jpg,84.148,156.503,-0.282751,0.480700,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
125,ai,hirochi_raceway,bolide,images\frame_000125.jpg,84.443,147.310,-0.265989,0.364268,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
126,ai,hirochi_raceway,bolide,images\frame_000126.jpg,84.809,146.825,-0.267173,0.310200,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
127,ai,hirochi_raceway,bolide,images\frame_000127.jpg,84.921,144.803,-0.261854,0.270596,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
128,ai,hirochi_raceway,bolide,images\frame_000128.jpg,85.193,132.961,-0.238330,0.242940,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
129,ai,hirochi_raceway,bolide,images\frame_000129.jpg,85.113,105.188,-0.185116,0.226635,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
130,ai,hirochi_raceway,bolide,images\frame_000130.jpg,85.455,72.150,-0.124236,0.212986,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
131,ai,hirochi_raceway,bolide,images\frame_000131.jpg,85.663,35.214,-0.058831,0.192522,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
132,ai,hirochi_raceway,bolide,images\frame_000132.jpg,85.937,12.803,-0.020370,0.155302,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
133,ai,hirochi_raceway,bolide,images\frame_000133.jpg,85.858,0.033,0.000633,0.136531,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
134,ai,hirochi_raceway,bolide,images\frame_000134.jpg,86.100,1.343,-0.002976,0.109279,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
135,ai,hirochi_raceway,bolide,images\frame_000135.jpg,86.065,1.293,-0.001937,0.110063,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
136,ai,hirochi_raceway,bolide,images\frame_000136.jpg,86.152,-0.354,0.000798,0.112608,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
137,ai,hirochi_raceway,bolide,images\frame_000137.jpg,86.115,-0.913,0.001811,0.113122,0.000000,0.000000,1.000,0.000000,0.000000,0.000000,0.000000,0.000000,inf,0.000000,0.000
